URL,Last crawled
https://nasakaiebc.civiceducationkenya.com/kiambu/gatundu-east-view-building-ground-flr-east-view-building-ground-flr,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kiambu/githunguri-best-west-bldg-best-west-building-githunguri,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kiambu/juja-senate-hotel-menja-vission-plaza-opposite-senate,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kiambu/kabete-rythms-college-kabete-shopping-center-gachio-stage,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kiambu/kiambaa-deputy-country-commissioner-office-kiambaa,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kiambu/kiambu-mapa-house-mappa-house-building-4th-floor,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kiambu/kikuyu-k-unity-house-k-unity-house-1st-floor,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kiambu/kimende-k-unity-house-k-unity-house-1st-floor,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kiambu/ruiru-dcs-office-50m-opposite-dcs-office,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kilifi,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kilifi/near-mwembe-resort-catholic-institute-300m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kilifi/opposite-co-operative-bank-mtwapa-police-station-1-km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kilifi/opposite-malindi-law-court-malindi-law-court-30m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kilifi/opposite-st-john-ack-church-st-johns-ack-church-100m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kilifi/rabai-district-hqs-kombeni-girls-sec-school-500-m-05-km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kirinyaga,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kirinyaga/baricho-town-safaricom-booster-20-metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kirinyaga/kianyaga-town-in-wiseman-building-1st-floor-along-general-kassim-road-next-to-general-20-metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kirinyaga/mwea,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kisii,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kisii/ministry-of-public-works-suneka-town-same-copound,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kisii/nyaribari-masaba,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kisumu,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kisumu/awasiahero-between-ahero-police-station-multipurpose-50m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kisumu/chemelil-sugar-belt-union-offices-0,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kisumu/maseno-behind-maseno-law-courts-20m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kitui,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kitui/kitui-town-along-hospital-road-opposite-kafoca-hotel-and-kitui-kafoca-hotel-kitui-law-courts-500metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kitui/kyuso-market-next-to-mwingi-north-cdf-office-mwingi-north-cdf-office-50metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kitui/matinyani-market-maendeleo-hall-matinyani-market-centre-100metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kitui/migwani-behind-catholic-church-catholic-church-300metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kwale,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kwale/msambweni-youth-office,1970-01-01
https://nasakaiebc.civiceducationkenya.com/kwale/opposite-lunga-lunga-matatu-stage-on-the-main-road-to-tanzania-lunga-lunga-petrol-station,1970-01-01
https://nasakaiebc.civiceducationkenya.com/laikipia,1970-01-01
https://nasakaiebc.civiceducationkenya.com/laikipia/telkom-building-nyahuru-town-nyahururu-law-court-100-m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/lamu,1970-01-01
https://nasakaiebc.civiceducationkenya.com/lamu/faza-town-registration-of-persons-office-100-metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/lamu/mokowe-cooperative-building-police-post-100-m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/machakos,1970-01-01
https://nasakaiebc.civiceducationkenya.com/machakos/along-machakos-teachers-college-road-machakos-teachers-college-50metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/machakos/makutano-ya-mwala-shopping-centre-adjacent-to-makutano-police-makutano-police-patrol-base-5metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/machakos/masinga-market-masinga-police-station-200metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/machakos/mavoko-iebc-offices,1970-01-01
https://nasakaiebc.civiceducationkenya.com/machakos/tala-market-opposite-east-mart-supermarket-east-mart-supermarket-5metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/makueni,1970-01-01
https://nasakaiebc.civiceducationkenya.com/makueni/kambu-town-between-mtito-andei-and-machinery-baobab-tree-500metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/makueni/makindu-town-lower-market-makindu-secondary-school-1km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/makueni/opposite-makueni-hospital-makueni-hospital-100metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/makueni/salama-town-nzai-house-along-mombasa-road-salama-police-station-100metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/makueni/tawa-social-hall-tawa-police-post-20metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mandera,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mandera/el-wak-el-wak-service-station-30m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mandera/mandera-nhif-office-20m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mandera/rhamu-post-office-30m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mandera/takaba-ap-line-50m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/marakwet-box,1970-01-01
https://nasakaiebc.civiceducationkenya.com/marakwet-box/inside-rcea-ushirika-church-compound-opposite-hills-school-on-eldoret-kisimu-roadpo-box-822-eldoret-30100,1970-01-01
https://nasakaiebc.civiceducationkenya.com/marsabit,1970-01-01
https://nasakaiebc.civiceducationkenya.com/marsabit/behind-administrative-police-station-behind-administrative-police-station-500-metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/meru,1970-01-01
https://nasakaiebc.civiceducationkenya.com/meru/kianjai-market-national-bank-30-meters,1970-01-01
https://nasakaiebc.civiceducationkenya.com/meru/laare-market-laare-equity-bank-75-meters,1970-01-01
https://nasakaiebc.civiceducationkenya.com/meru/timau-market-siraji-savings-and-credit-co-operative-society-next-to-siraji-savings-and-credit-co,1970-01-01
https://nasakaiebc.civiceducationkenya.com/migori,1970-01-01
https://nasakaiebc.civiceducationkenya.com/migori/next-to-kehancha-law-court-kehancha-town-50-m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mombasa,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mombasa/baluchi-complex-central-ploice-station,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mombasa/changamwe-at-the-fire-station-changamwe-fire-station,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mombasa/likoni-school-for-the-blind-likoni-police-station,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mombasa/links-road-west-bank-villa-mamba-village,1970-01-01
https://nasakaiebc.civiceducationkenya.com/mombasa/mkindani-at-the-ap-post-mkindani-ap-post,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi-city,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi-city/cdf-offices-langata-cdf-offices-langata-0km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi-city/ea-school-of-aviation-embakasi-ea-school-of-aviation-embakasi-0-km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi-city/joy-villa-imara-daima-nakumart-embakasi-3km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi-city/kie-ngara-kie-ngara-0-km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi-city/maliposa-apartment-ngong-road-nakumart-junction-4-km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi-city/ministry-of-public-works-industral-area-ministry-of-public-works-industral-area-0-km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi-city/ministry-of-social-services-westlands-ministry-of-social-services-westlands-0-km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi-city/sacred-heart-catholic-church-baba-dogo-sacred-heart-catholic-church-baba-dogo-0km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi-city/tena-dolhnolm-naivas-supermarket-dolholm-3-km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi/embakasi-east,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi/kasarani-dcs-office-kasarani-next-to-nairobi-korea-church-along-kasarani-mwiki-rd,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi/langata,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi/ruaraka-sacred-hearts-catholic-parish-along-baba-dogo-rd,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi/tena-iebc-embakasi-west,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nairobi/westlands-iebc-office,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nakuru,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nakuru/farming-system-building-in-kiamunyi-ollive-inn-kiamunyi-100m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nakuru/hennsolex-building-ground-floor-gilgil-town-kplc-gilgil-50m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/narok,1970-01-01
https://nasakaiebc.civiceducationkenya.com/narok/next-to-olololunga-district-hospital-district-hospital-20-metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/narok/nkorkorri-boys-sec-school-nkorkorri-boys-sec-school-same-location,1970-01-01
https://nasakaiebc.civiceducationkenya.com/narok/ntulele-townshipopposite-ntulele-police-station-police-station-100-metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nasaka-iebc,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nyandarua,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nyandarua/nyandarua-dc-compound-nyahururu-nyandarua-dc-compound-information-block-3-meters,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nyeri,1970-01-01
https://nasakaiebc.civiceducationkenya.com/nyeri/kcb-building-3rd-floor-room-17-kcb-building-withing-the-landmark,1970-01-01
https://nasakaiebc.civiceducationkenya.com/samburu,1970-01-01
https://nasakaiebc.civiceducationkenya.com/samburu/near-the-dcs-office-baragoi-dcs-office-baragoi-200m-from-the-dcs-office,1970-01-01
https://nasakaiebc.civiceducationkenya.com/samburu/next-to-cdf-office-samburu-west-opposite-dcs-office-samburu-150-m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/samburu/wamba-catholic-mission-wamba-catholic-mission-samburu-100m-from-wamba-catholic,1970-01-01
https://nasakaiebc.civiceducationkenya.com/siaya,1970-01-01
https://nasakaiebc.civiceducationkenya.com/siaya/kalandini-ministry-of-roads-offices-0,1970-01-01
https://nasakaiebc.civiceducationkenya.com/siaya/ugunja-ambira-district-hospital-100-metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/siaya/ukwala-opposite-ukwalla-town-hall-100m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/taita-taveta,1970-01-01
https://nasakaiebc.civiceducationkenya.com/taita-taveta/iebc-building-next-to-dos-office-wundanyi-dos-office,1970-01-01
https://nasakaiebc.civiceducationkenya.com/taita-taveta/scripture-mission-voi-coast-institute-of-technology-cit,1970-01-01
https://nasakaiebc.civiceducationkenya.com/taita-taveta/taveta-railway-station-taveta-railway-station-godown-no2,1970-01-01
https://nasakaiebc.civiceducationkenya.com/tana-river,1970-01-01
https://nasakaiebc.civiceducationkenya.com/tana-river/bura-irrigation-scheme-bura-irrigation-scheme,1970-01-01
https://nasakaiebc.civiceducationkenya.com/tana-river/garsen-behind-methodist-church-methodist-church-100m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/tana-river/hola-town-tana-river-1-km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/terms,1970-01-01
https://nasakaiebc.civiceducationkenya.com/trans-nzoia,1970-01-01
https://nasakaiebc.civiceducationkenya.com/trans-nzoia/endebess-district-head-quarters-ddo-office-kitale-molim-road-district-head-quarters-ddo-office-same-location,1970-01-01
https://nasakaiebc.civiceducationkenya.com/trans-nzoia/within-catholic-parish-kiminini-market-po-box-11-kitale-catholic-parish-kiminini-market-50-metres,1970-01-01
https://nasakaiebc.civiceducationkenya.com/turkana,1970-01-01
https://nasakaiebc.civiceducationkenya.com/turkana/logurum-at-dc-adminitration-building-offices-po-box-223-dc-administration-offices-same-building,1970-01-01
https://nasakaiebc.civiceducationkenya.com/turkana/turkana-north,1970-01-01
https://nasakaiebc.civiceducationkenya.com/vihiga,1970-01-01
https://nasakaiebc.civiceducationkenya.com/vihiga/mbale-municipal-council-barclays-bank-200,1970-01-01
https://nasakaiebc.civiceducationkenya.com/voter-services,1970-01-01
https://nasakaiebc.civiceducationkenya.com/wajir,1970-01-01
https://nasakaiebc.civiceducationkenya.com/wajir/bute-police-station-100m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/wajir/giriftu-griftu-district-hospital-50m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/wajir/habaswein-police-station-5km,1970-01-01
https://nasakaiebc.civiceducationkenya.com/wajir/tarbaj-tarbaj-district-hospital-50m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/wajir/wajir-alfurqan-integrated-200m,1970-01-01
https://nasakaiebc.civiceducationkenya.com/wajir/wajir-south,1970-01-01
https://nasakaiebc.civiceducationkenya.com/west-pokot,1970-01-01
https://nasakaiebc.civiceducationkenya.com/west-pokot/kapenguria-bible-college-po-box-450-kapenguria-30600-kapenguria-bible-college-same-location,1970-01-01
